YEAR,UNIQUE_PROVIDERS,PROVIDER_TYPE_CD,PROVIDER_TYPE_DESC,SITE_OF_SERVICE,PAYER,RESOURCE_UTILIZATION_BAND,RUCA_PROVIDER_CLASS,RUCA_CLASS,NUM_PROCEDURES,UNIQUE_PATIENTS,PROC_PER_PROV_MED,PROC_PER_PROV_MEAN,PROC_PER_PROV_SD,CHARGE_AMT_MED,CHARGE_AMT_MEAN,CHARGE_AMT_SD,CHARGE_AMT_SUM,INSURER_PAID_AMT_MED,INSURER_PAID_AMT_MEAN,INSURER_PAID_AMT_SD,INSURER_PAID_AMT_SUM,MEMBER_PAID_AMT_MED,MEMBER_PAID_AMT_MEAN,MEMBER_PAID_AMT_SD,MEMBER_PAID_AMT_SUM,TOTAL_PAID_AMT_MED,TOTAL_PAID_AMT_MEAN,TOTAL_PAID_AMT_SD,TOTAL_PAID_AMT_SUM
2019,30,14-48,PODIATRY,2,Minnesota Health Care Programs,5,5,4,600,160,8.00,20.00,25.76,$184.00,$432.15,$715.54,"$259,292.76",$36.79,$59.19,$96.77,"$35,516.95",$0.00,$0.50,$2.29,$298.40,$37.54,$59.69,$96.71,"$35,815.35"
2019,36,14-48,PODIATRY,4,Commercial,3,1,1,450,235,3.00,12.50,31.50,$250.00,$224.54,$185.51,"$101,045.04",$6.40,$82.91,$109.79,"$37,307.39",$0.00,$76.95,$117.61,"$34,629.28",$192.56,$159.86,$121.23,"$71,936.67"
2019,35,14-48,PODIATRY,4,Commercial,4,1,1,275,138,2.00,7.86,16.11,$142.50,$214.11,$226.21,"$58,881.42",$45.85,$100.63,$116.30,"$27,672.00",$0.00,$18.10,$59.04,"$4,977.76",$68.60,$118.73,$118.62,"$32,649.76"
2019,32,14-48,PODIATRY,4,Commercial,5,1,1,209,78,3.50,6.53,8.27,$100.00,$216.92,$471.95,"$45,336.03",$21.00,$94.75,$223.64,"$19,802.88",$0.00,$20.26,$72.06,"$4,234.96",$51.02,$115.01,$260.71,"$24,037.84"
2019,58,14-48,PODIATRY,4,Medicare,3,1,1,"1,058",233,4.00,18.24,43.64,$70.00,$98.42,$111.37,"$104,129.37",$47.37,$52.79,$52.34,"$55,852.75",$9.17,$11.80,$19.03,"$12,480.99",$47.37,$64.59,$62.45,"$68,333.74"
2019,21,14-48,PODIATRY,4,Medicare,3,1,2,216,53,3.00,10.29,15.24,$78.02,$120.57,$185.64,"$26,043.16",$45.89,$52.68,$69.83,"$11,378.39",$9.17,$11.67,$17.47,"$2,520.68",$56.50,$64.35,$83.25,"$13,899.07"
2019,20,14-48,PODIATRY,4,Medicare,3,1,4,231,51,4.50,11.55,16.61,$88.00,$139.42,$339.44,"$32,206.72",$53.87,$60.31,$44.62,"$13,931.38",$13.67,$12.98,$13.11,"$2,997.41",$72.11,$73.28,$49.63,"$16,928.79"
2019,66,14-48,PODIATRY,4,Medicare,4,1,1,"1,681",464,6.50,25.47,50.13,$80.00,$153.04,$916.69,"$257,259.15",$53.57,$63.91,$63.72,"$107,434.73",$7.32,$9.93,$16.43,"$16,687.10",$66.97,$73.84,$72.06,"$124,121.83"
2019,32,14-48,PODIATRY,4,Medicare,4,1,2,398,121,4.00,12.44,18.81,$80.00,$140.48,$524.90,"$55,909.95",$54.93,$60.79,$46.04,"$24,195.73",$11.71,$12.48,$12.90,"$4,965.52",$67.24,$73.27,$54.66,"$29,161.25"
2019,18,14-48,PODIATRY,4,Medicare,4,1,3,105,34,4.00,5.83,6.74,$80.00,$115.60,$70.17,"$12,138.09",$53.67,$59.28,$36.46,"$6,224.65",$9.17,$8.99,$8.64,$944.21,$67.34,$68.27,$38.90,"$7,168.86"
2019,20,14-48,PODIATRY,4,Medicare,4,1,4,276,75,10.50,13.80,15.36,$142.50,$148.80,$169.47,"$41,068.31",$72.04,$88.47,$88.71,"$24,417.92",$9.17,$13.53,$17.43,"$3,735.35",$78.20,$102.00,$97.45,"$28,153.27"
2019,20,14-48,PODIATRY,4,Medicare,4,5,1,203,19,2.50,10.15,26.54,$104.40,$153.76,$125.92,"$31,213.78",$104.40,$127.02,$125.42,"$25,785.77",$0.00,$5.01,$13.13,"$1,016.05",$104.40,$132.03,$123.64,"$26,801.82"
2019,62,14-48,PODIATRY,4,Medicare,5,1,1,"2,205",649,6.50,35.56,69.25,$80.00,$157.13,$828.68,"$346,469.58",$50.23,$63.89,$100.73,"$140,888.25",$6.61,$9.93,$22.44,"$21,898.54",$57.63,$73.83,$117.79,"$162,786.79"
2019,30,14-48,PODIATRY,4,Medicare,5,1,2,378,120,4.00,12.60,20.69,$78.00,$203.38,$635.85,"$76,876.59",$53.47,$75.43,$153.85,"$28,512.26",$9.17,$13.57,$30.26,"$5,129.59",$67.24,$89.00,$174.88,"$33,641.85"
2019,16,14-48,PODIATRY,4,Medicare,5,1,3,103,37,4.50,6.44,6.89,$87.00,$124.56,$85.93,"$12,830.07",$57.63,$63.78,$42.59,"$6,569.47",$9.17,$11.70,$13.83,"$1,205.18",$72.04,$75.48,$45.75,"$7,774.65"
2019,22,14-48,PODIATRY,4,Medicare,5,1,4,365,105,9.00,16.59,16.86,$100.00,$187.08,$415.27,"$68,283.36",$71.75,$82.66,$119.08,"$30,169.36",$9.17,$14.59,$31.01,"$5,325.01",$73.21,$97.24,$137.84,"$35,494.37"
2019,13,14-48,PODIATRY,4,Medicare,5,3,3,163,51,3.00,12.54,16.57,$86.91,$264.35,"$1,860.23","$43,088.97",$57.40,$55.42,$42.60,"$9,034.01",$0.00,$3.86,$6.69,$629.32,$70.62,$59.28,$44.33,"$9,663.33"
2019,45,14-48,PODIATRY,4,Medicare,5,5,1,196,45,3.00,4.36,5.01,$89.14,$146.02,$213.64,"$28,619.49",$48.28,$100.58,$122.05,"$19,714.22",$9.59,$12.34,$17.78,"$2,418.61",$67.92,$112.92,$118.24,"$22,132.83"
2019,19,14-48,PODIATRY,4,Medicare,5,5,4,106,24,3.00,5.58,6.59,$150.00,$229.78,$209.68,"$24,357.12",$104.80,$133.07,$95.75,"$14,105.51",$26.74,$34.62,$24.34,"$3,669.92",$131.54,$167.69,$116.76,"$17,775.43"
2019,35,14-48,PODIATRY,4,Minnesota Health Care Programs,3,1,1,332,134,4.00,9.49,13.13,$284.00,$274.43,$159.05,"$91,112.34",$176.46,$185.47,$124.64,"$61,574.43",$0.00,$0.08,$0.49,$25.60,$177.91,$185.54,$124.66,"$61,600.03"
2019,12,14-48,PODIATRY,4,Minnesota Health Care Programs,3,1,4,22,16,2.00,1.83,0.72,$248.50,$243.05,$142.99,"$5,347.03",$200.00,$192.65,$134.42,"$4,238.37",$0.00,$0.15,$0.68,$3.20,$200.00,$192.80,$134.65,"$4,241.57"
2019,51,14-48,PODIATRY,4,Minnesota Health Care Programs,4,1,1,388,172,5.00,7.61,7.05,$200.00,$248.40,$550.35,"$96,380.75",$78.87,$145.20,$257.77,"$56,337.41",$0.00,$0.06,$0.43,$22.40,$78.87,$145.26,$257.77,"$56,359.81"
2019,18,14-48,PODIATRY,4,Minnesota Health Care Programs,4,1,2,66,29,4.00,3.67,2.59,$174.00,$191.42,$136.04,"$12,633.64",$76.34,$111.08,$105.54,"$7,331.39",$0.00,$0.00,$0.00,$0.00,$76.34,$111.08,$105.54,"$7,331.39"
2019,15,14-48,PODIATRY,4,Minnesota Health Care Programs,4,1,4,48,24,3.00,3.20,2.65,$200.01,$261.25,$249.47,"$12,540.01",$55.81,$112.32,$141.77,"$5,391.14",$0.00,$0.00,$0.00,$0.00,$55.81,$112.32,$141.77,"$5,391.14"
2019,61,14-48,PODIATRY,4,Minnesota Health Care Programs,5,1,1,566,226,7.00,9.28,9.64,$175.00,$219.28,$307.87,"$124,111.63",$67.29,$91.57,$133.27,"$51,828.90",$0.00,$0.02,$0.27,$12.80,$67.29,$91.59,$133.28,"$51,841.70"
2019,14,14-48,PODIATRY,4,Minnesota Health Care Programs,5,1,2,64,22,4.00,4.57,3.82,$116.00,$266.75,$536.78,"$17,071.99",$59.57,$89.70,$149.22,"$5,740.60",$0.00,$0.00,$0.00,$0.00,$59.57,$89.70,$149.22,"$5,740.60"
2019,13,14-48,PODIATRY,4,Minnesota Health Care Programs,5,1,3,39,19,2.00,3.00,2.00,$132.00,$175.40,$122.22,"$6,840.47",$17.92,$89.17,$129.81,"$3,477.64",$0.00,$0.00,$0.00,$0.00,$17.92,$89.17,$129.81,"$3,477.64"
2019,12,14-48,PODIATRY,4,Minnesota Health Care Programs,5,1,4,53,21,3.50,4.42,3.68,$100.00,$200.50,$229.97,"$10,626.29",$14.64,$64.25,$118.70,"$3,405.21",$0.00,$0.00,$0.00,$0.00,$14.64,$64.25,$118.70,"$3,405.21"
2019,25,14-48,PODIATRY,5,Commercial,3,1,1,213,47,4.00,8.52,11.99,$70.00,$159.09,$377.89,"$33,886.42",$9.17,$52.49,$217.40,"$11,180.46",$0.00,$36.00,$152.43,"$7,667.33",$33.16,$88.49,$269.48,"$18,847.79"
2019,27,14-48,PODIATRY,5,Commercial,4,1,1,805,196,18.00,29.81,32.33,$70.00,$86.57,$127.62,"$69,688.58",$9.17,$21.82,$93.57,"$17,561.51",$0.00,$5.17,$16.26,"$4,165.16",$11.47,$26.99,$97.71,"$21,726.67"
2019,11,14-48,PODIATRY,5,Commercial,4,1,2,67,16,4.00,6.09,5.72,$70.00,$72.94,$18.92,"$4,886.84",$0.88,$6.80,$9.78,$455.63,$0.00,$1.32,$5.92,$88.37,$9.17,$8.12,$13.52,$544.00
2019,11,14-48,PODIATRY,5,Commercial,4,1,3,63,15,3.00,5.73,7.09,$70.00,$67.80,$15.04,"$4,271.20",$2.94,$11.62,$17.20,$731.90,$0.00,$0.76,$4.54,$48.00,$4.56,$12.38,$17.96,$779.90
2019,13,14-48,PODIATRY,5,Commercial,4,1,4,49,19,2.00,3.77,3.63,$70.00,$81.48,$33.56,"$3,992.29",$9.17,$17.79,$19.76,$871.51,$0.00,$2.02,$6.74,$99.18,$9.17,$19.81,$20.05,$970.69
2019,27,14-48,PODIATRY,5,Commercial,5,1,1,"1,601",480,41.00,59.30,72.02,$70.00,$83.25,$47.82,"$133,275.70",$9.17,$16.09,$21.77,"$25,762.75",$0.00,$5.28,$25.03,"$8,447.18",$9.17,$21.37,$33.22,"$34,209.93"
2019,12,14-48,PODIATRY,5,Commercial,5,1,2,118,43,7.50,9.83,8.19,$70.00,$80.41,$35.49,"$9,488.84",$9.17,$15.28,$20.21,"$1,803.54",$0.00,$3.79,$13.46,$447.21,$9.17,$19.07,$23.18,"$2,250.75"
2019,13,14-48,PODIATRY,5,Commercial,5,1,3,61,21,3.00,4.69,4.63,$70.00,$78.24,$30.72,"$4,772.76",$11.47,$21.50,$22.98,"$1,311.78",$0.00,$3.02,$8.80,$184.14,$11.47,$24.52,$24.11,"$1,495.92"
2019,18,14-48,PODIATRY,5,Commercial,5,1,4,100,37,3.50,5.56,4.91,$70.00,$90.41,$91.54,"$9,040.88",$9.17,$15.99,$18.39,"$1,599.41",$0.00,$4.09,$12.33,$408.83,$11.47,$20.08,$21.24,"$2,008.24"
2019,15,14-48,PODIATRY,5,Medicare,1,1,1,453,24,21.00,30.20,26.35,$70.00,$67.99,$11.90,"$30,798.99",$0.00,$8.88,$16.35,"$4,023.28",$0.00,$13.08,$22.11,"$5,926.38",$0.00,$21.96,$25.97,"$9,949.66"
2019,17,14-48,PODIATRY,5,Medicare,2,1,1,510,35,30.00,30.00,27.36,$70.00,$68.87,$12.83,"$35,121.48",$0.00,$9.48,$16.98,"$4,834.28",$0.00,$5.39,$11.18,"$2,746.92",$0.00,$14.87,$22.28,"$7,581.20"
2019,34,14-48,PODIATRY,5,Medicare,3,1,1,"6,801","1,068",115.50,200.03,213.09,$70.00,$76.81,$78.48,"$522,372.64",$35.95,$29.97,$25.79,"$203,810.67",$6.73,$10.68,$16.34,"$72,637.43",$45.12,$40.65,$26.92,"$276,448.10"
2019,23,14-48,PODIATRY,5,Medicare,3,1,2,"1,469",242,48.00,63.87,65.79,$70.00,$74.00,$22.59,"$108,700.78",$34.63,$30.70,$18.94,"$45,100.89",$9.17,$12.02,$14.18,"$17,662.28",$45.12,$42.73,$19.33,"$62,763.17"
2019,23,14-48,PODIATRY,5,Medicare,3,1,3,"1,349",236,36.00,58.65,55.10,$70.00,$73.68,$23.80,"$99,398.44",$35.95,$30.28,$19.25,"$40,844.47",$9.17,$11.97,$16.28,"$16,149.31",$45.12,$42.25,$18.86,"$56,993.78"
2019,25,14-48,PODIATRY,5,Medicare,3,1,4,"2,230",287,46.00,89.20,122.50,$70.00,$70.96,$22.55,"$158,232.35",$35.95,$33.31,$17.56,"$74,291.52",$8.74,$9.24,$13.74,"$20,610.75",$45.12,$42.56,$18.64,"$94,902.27"
2019,12,14-48,PODIATRY,5,Medicare,3,3,3,609,92,30.00,50.75,49.87,$81.54,$107.25,$61.58,"$65,317.57",$34.30,$26.57,$19.45,"$16,183.11",$8.99,$13.09,$17.41,"$7,970.57",$45.12,$39.66,$23.07,"$24,153.68"
2019,11,14-48,PODIATRY,5,Medicare,3,3,4,268,40,19.00,24.36,24.26,$116.00,$104.75,$52.70,"$28,072.61",$25.34,$24.97,$18.07,"$6,693.17",$9.17,$16.76,$14.97,"$4,492.05",$45.54,$41.74,$18.71,"$11,185.22"
2019,49,14-48,PODIATRY,5,Medicare,3,5,1,"2,615",429,6.00,53.37,253.46,$59.00,$69.24,$38.28,"$181,049.74",$24.29,$22.79,$18.52,"$59,584.44",$2.45,$9.04,$14.71,"$23,645.47",$33.11,$31.83,$20.65,"$83,229.91"
2019,13,14-48,PODIATRY,5,Medicare,3,5,2,326,59,2.00,25.08,52.18,$70.00,$79.58,$50.36,"$25,944.00",$21.89,$19.97,$16.17,"$6,508.95",$6.73,$12.31,$16.09,"$4,012.13",$33.16,$32.27,$22.65,"$10,521.08"
2019,15,14-48,PODIATRY,5,Medicare,3,5,3,719,102,6.00,47.93,100.49,$65.00,$93.29,$58.98,"$67,079.00",$19.79,$19.77,$15.91,"$14,213.86",$3.23,$7.91,$11.55,"$5,684.83",$24.47,$27.68,$19.34,"$19,898.69"
2019,12,14-48,PODIATRY,5,Medicare,3,5,4,746,113,18.50,62.17,95.78,$78.00,$108.31,$64.34,"$80,798.70",$13.37,$17.59,$16.42,"$13,123.84",$2.76,$7.45,$12.49,"$5,559.93",$24.12,$25.05,$18.77,"$18,683.77"
2019,44,14-48,PODIATRY,5,Medicare,4,1,1,"22,852","4,386",148.00,519.36,739.13,$70.00,$77.40,$70.27,"$1,768,716.58",$36.01,$35.89,$24.79,"$820,231.24",$6.60,$8.13,$12.39,"$185,856.59",$45.12,$44.03,$25.50,"$1,006,087.83"
2019,30,14-48,PODIATRY,5,Medicare,4,1,2,"4,235",899,57.50,141.17,165.18,$70.00,$72.52,$24.29,"$307,125.46",$35.95,$34.51,$18.72,"$146,134.72",$8.74,$8.46,$12.34,"$35,842.76",$45.12,$42.97,$19.35,"$181,977.48"
2019,29,14-48,PODIATRY,5,Medicare,4,1,3,"4,611",901,100.00,159.00,192.82,$70.00,$73.34,$23.32,"$338,169.77",$35.95,$32.75,$19.43,"$151,018.19",$8.99,$9.85,$14.16,"$45,415.48",$45.12,$42.60,$20.16,"$196,433.67"
2019,29,14-48,PODIATRY,5,Medicare,4,1,4,"6,374","1,169",86.00,219.79,308.29,$70.00,$74.59,$26.35,"$475,438.42",$35.95,$35.26,$19.14,"$224,749.73",$8.99,$9.24,$13.95,"$58,894.70",$45.12,$44.50,$20.07,"$283,644.43"
2019,11,14-48,PODIATRY,5,Medicare,4,3,1,90,48,4.00,8.18,9.85,$127.00,$125.27,$52.02,"$11,274.00",$36.54,$32.04,$20.14,"$2,883.40",$0.00,$5.14,$9.97,$462.15,$44.93,$37.17,$22.26,"$3,345.55"
2019,12,14-48,PODIATRY,5,Medicare,4,3,3,823,175,36.00,68.58,79.57,$63.06,$91.82,$58.31,"$75,568.35",$34.79,$27.92,$20.25,"$22,980.33",$0.00,$5.42,$9.37,"$4,460.22",$37.79,$33.34,$23.52,"$27,440.55"
2019,11,14-48,PODIATRY,5,Medicare,4,3,4,525,99,18.00,47.73,65.09,$127.00,$119.31,$49.19,"$62,639.65",$36.62,$33.66,$16.75,"$17,672.13",$0.00,$5.17,$9.24,"$2,711.86",$44.94,$38.83,$18.07,"$20,383.99"
2019,109,14-48,PODIATRY,5,Medicare,4,5,1,"5,954","1,355",5.00,54.62,379.17,$59.00,$68.29,$40.58,"$406,618.79",$26.38,$26.97,$19.36,"$160,578.13",$4.86,$6.73,$10.37,"$40,066.81",$33.16,$33.70,$21.05,"$200,644.94"
2019,26,14-48,PODIATRY,5,Medicare,4,5,2,717,205,6.00,27.58,78.16,$54.00,$66.72,$43.54,"$47,836.95",$26.38,$24.97,$18.53,"$17,904.64",$4.94,$7.78,$11.50,"$5,576.66",$33.11,$32.75,$20.85,"$23,481.30"
2019,20,14-48,PODIATRY,5,Medicare,4,5,3,"1,586",322,6.50,79.30,203.23,$59.00,$87.91,$66.25,"$139,419.25",$19.19,$19.61,$17.44,"$31,095.90",$4.80,$6.54,$10.74,"$10,371.84",$24.12,$26.15,$19.70,"$41,467.74"
2019,32,14-48,PODIATRY,5,Medicare,4,5,4,"1,604",319,5.00,50.13,150.52,$70.00,$91.10,$67.37,"$146,120.06",$19.37,$20.64,$15.97,"$33,103.20",$4.82,$7.46,$12.04,"$11,962.84",$25.28,$28.10,$17.74,"$45,066.04"
2019,40,14-48,PODIATRY,5,Medicare,5,1,1,"45,931","10,408",367.50,"1,148.28","1,526.44",$70.00,$76.77,$37.56,"$3,526,035.41",$36.01,$35.48,$20.29,"$1,629,576.22",$8.74,$7.98,$11.26,"$366,633.74",$45.12,$43.46,$21.55,"$1,996,209.96"
2019,33,14-48,PODIATRY,5,Medicare,5,1,2,"8,153","2,038",81.00,247.06,330.80,$70.00,$76.86,$31.05,"$626,606.83",$35.95,$34.38,$19.76,"$280,336.37",$6.73,$7.82,$11.16,"$63,791.31",$45.12,$42.21,$21.37,"$344,127.68"
2019,30,14-48,PODIATRY,5,Medicare,5,1,3,"7,907","1,790",178.00,263.57,313.89,$70.00,$76.72,$30.36,"$606,629.77",$35.95,$34.45,$19.88,"$272,362.65",$6.73,$8.10,$11.69,"$64,056.30",$45.12,$42.55,$21.66,"$336,418.95"
2019,32,14-48,PODIATRY,5,Medicare,5,1,4,"11,084","2,436",105.50,346.38,496.14,$70.00,$78.04,$33.28,"$865,028.69",$36.01,$37.20,$19.59,"$412,325.89",$8.99,$7.87,$11.22,"$87,191.71",$45.12,$45.07,$21.74,"$499,517.60"
2019,12,14-48,PODIATRY,5,Medicare,5,3,1,142,80,4.50,11.83,15.58,$127.00,$120.23,$54.63,"$17,071.98",$36.62,$30.12,$19.39,"$4,276.78",$0.00,$7.31,$11.15,"$1,038.03",$43.68,$37.43,$22.21,"$5,314.81"
2019,12,14-48,PODIATRY,5,Medicare,5,3,3,"1,202",347,61.50,100.17,95.32,$91.58,$101.38,$60.05,"$121,862.16",$35.95,$28.72,$19.65,"$34,523.75",$0.00,$6.90,$10.79,"$8,298.27",$42.84,$35.63,$22.16,"$42,822.02"
2019,13,14-48,PODIATRY,5,Medicare,5,3,4,455,147,18.00,35.00,42.79,$127.00,$102.72,$53.32,"$46,737.52",$36.54,$29.06,$19.04,"$13,223.32",$4.94,$6.39,$9.35,"$2,908.51",$43.65,$35.45,$21.22,"$16,131.83"
2019,11,14-48,PODIATRY,5,Medicare,5,4,4,"1,322",330,23.00,120.18,191.38,$128.00,$106.64,$76.27,"$140,976.73",$20.38,$26.88,$17.32,"$35,540.82",$0.00,$6.04,$10.69,"$7,988.80",$24.52,$32.93,$19.06,"$43,529.62"
2019,289,14-48,PODIATRY,5,Medicare,5,5,1,"10,499","2,780",3.00,36.33,380.41,$59.00,$68.55,$40.52,"$719,721.99",$26.43,$27.51,$20.47,"$288,831.08",$4.89,$7.07,$10.16,"$74,212.76",$33.16,$34.58,$23.04,"$363,043.84"
2019,30,14-48,PODIATRY,5,Medicare,5,5,2,"1,147",378,5.50,38.23,130.82,$59.00,$74.16,$48.25,"$85,058.00",$26.38,$26.68,$18.40,"$30,606.20",$4.89,$6.92,$9.83,"$7,932.48",$33.11,$33.60,$20.51,"$38,538.68"
2019,55,14-48,PODIATRY,5,Medicare,5,5,3,"2,668",612,3.00,48.51,234.57,$59.00,$84.76,$58.86,"$226,147.82",$19.23,$21.81,$19.49,"$58,184.33",$4.56,$6.07,$9.49,"$16,187.89",$24.12,$27.88,$23.33,"$74,372.22"
2019,46,14-48,PODIATRY,5,Medicare,5,5,4,"2,412",636,4.00,52.43,182.93,$62.00,$89.66,$62.75,"$216,252.99",$19.38,$21.96,$18.19,"$52,965.51",$4.89,$7.66,$12.58,"$18,474.32",$26.38,$29.62,$21.02,"$71,439.83"
2019,33,14-48,PODIATRY,5,Minnesota Health Care Programs,3,1,1,783,147,15.00,23.73,26.51,$70.00,$97.48,$183.58,"$76,325.07",$7.59,$17.97,$39.46,"$14,071.21",$0.00,$0.00,$0.11,$3.20,$7.59,$17.97,$39.46,"$14,074.41"
2019,23,14-48,PODIATRY,5,Minnesota Health Care Programs,3,1,2,128,46,2.00,5.57,6.99,$70.00,$98.33,$86.15,"$12,586.19",$15.73,$19.71,$20.85,"$2,522.77",$0.00,$0.00,$0.00,$0.00,$15.73,$19.71,$20.85,"$2,522.77"
2019,18,14-48,PODIATRY,5,Minnesota Health Care Programs,3,1,3,142,39,2.50,7.89,12.54,$70.00,$82.06,$46.82,"$11,652.00",$0.00,$10.35,$17.06,"$1,470.23",$0.00,$0.00,$0.00,$0.00,$0.00,$10.35,$17.06,"$1,470.23"
2019,15,14-48,PODIATRY,5,Minnesota Health Care Programs,3,1,4,116,28,5.00,7.73,7.54,$70.00,$78.90,$22.74,"$9,152.50",$0.00,$8.77,$17.74,"$1,017.10",$0.00,$0.00,$0.00,$0.00,$0.00,$8.77,$17.74,"$1,017.10"
2019,33,14-48,PODIATRY,5,Minnesota Health Care Programs,4,1,1,"1,673",441,23.00,50.70,55.87,$70.00,$87.76,$125.53,"$146,815.17",$0.00,$10.15,$23.75,"$16,977.29",$0.00,$0.00,$0.08,$3.20,$0.00,$10.15,$23.75,"$16,980.49"
2019,25,14-48,PODIATRY,5,Minnesota Health Care Programs,4,1,2,286,94,6.00,11.44,14.01,$70.00,$78.85,$43.17,"$22,550.45",$0.00,$9.88,$17.85,"$2,825.87",$0.00,$0.00,$0.00,$0.00,$0.00,$9.88,$17.85,"$2,825.87"
2019,25,14-48,PODIATRY,5,Minnesota Health Care Programs,4,1,3,408,109,5.00,16.32,23.54,$70.00,$91.80,$182.29,"$37,453.34",$0.00,$8.90,$30.39,"$3,629.27",$0.00,$0.00,$0.00,$0.00,$0.00,$8.90,$30.39,"$3,629.27"
2019,24,14-48,PODIATRY,5,Minnesota Health Care Programs,4,1,4,368,112,7.50,15.33,18.02,$70.00,$81.81,$37.94,"$30,106.84",$0.00,$9.67,$17.83,"$3,558.92",$0.00,$0.00,$0.00,$0.00,$0.00,$9.67,$17.83,"$3,558.92"
2019,11,14-48,PODIATRY,5,Minnesota Health Care Programs,4,5,4,176,48,4.00,16.00,39.24,$59.00,$86.86,$59.45,"$15,286.50",$0.00,$7.76,$15.42,"$1,366.11",$0.00,$0.00,$0.00,$0.00,$0.00,$7.76,$15.42,"$1,366.11"
2019,33,14-48,PODIATRY,5,Minnesota Health Care Programs,5,1,1,"3,633","1,224",53.00,110.09,130.03,$70.00,$86.91,$115.67,"$315,741.51",$0.00,$13.17,$23.96,"$47,829.77",$0.00,$0.02,$0.62,$69.40,$0.00,$13.18,$23.98,"$47,899.17"
2019,24,14-48,PODIATRY,5,Minnesota Health Care Programs,5,1,2,605,215,11.50,25.21,29.73,$70.00,$78.70,$36.04,"$47,614.60",$0.00,$7.74,$15.96,"$4,685.01",$0.00,$0.07,$1.17,$45.00,$0.00,$7.82,$16.11,"$4,730.01"
2019,25,14-48,PODIATRY,5,Minnesota Health Care Programs,5,1,3,674,205,12.00,26.96,36.10,$70.00,$76.90,$31.01,"$51,832.80",$0.00,$8.82,$15.32,"$5,941.72",$0.00,$0.04,$0.67,$30.00,$0.00,$8.86,$15.41,"$5,971.72"
2019,29,14-48,PODIATRY,5,Minnesota Health Care Programs,5,1,4,898,249,12.00,30.97,43.60,$70.00,$89.96,$176.13,"$80,787.29",$0.00,$11.34,$27.99,"$10,186.73",$0.00,$0.04,$0.67,$40.00,$0.00,$11.39,$28.04,"$10,226.73"
2019,11,14-48,PODIATRY,5,Minnesota Health Care Programs,5,3,3,230,75,14.00,20.91,21.38,$116.00,$120.17,$64.02,"$27,639.08",$39.56,$35.66,$32.26,"$8,202.23",$0.00,$0.00,$0.00,$0.00,$39.56,$35.66,$32.26,"$8,202.23"
2019,"1,126",14-50,NURSE PRACTITIONER,1,Commercial,1,1,1,"200,691","21,877",83.00,178.23,229.49,$75.00,$129.69,$573.35,"$26,026,939.98",$23.76,$63.63,$228.52,"$12,770,631.16",$0.00,$28.66,$62.14,"$5,752,407.54",$47.21,$92.30,$231.06,"$18,523,038.70"
2019,752,14-50,NURSE PRACTITIONER,1,Commercial,1,1,2,"27,754","3,889",17.00,36.91,58.81,$95.00,$138.85,$148.68,"$3,853,606.59",$24.00,$65.97,$115.10,"$1,830,956.89",$0.00,$39.20,$77.59,"$1,087,933.15",$64.37,$105.17,$122.89,"$2,918,890.04"
2019,433,14-50,NURSE PRACTITIONER,1,Commercial,1,1,3,"6,585","1,084",6.00,15.21,43.60,$104.00,$139.24,$135.49,"$916,880.36",$26.40,$67.95,$100.35,"$447,451.40",$0.00,$35.76,$70.87,"$235,475.15",$66.12,$103.71,$107.57,"$682,926.55"
2019,507,14-50,NURSE PRACTITIONER,1,Commercial,1,1,4,"9,291","1,396",8.00,18.33,36.75,$85.00,$137.59,$150.98,"$1,278,345.92",$22.37,$63.88,$114.15,"$593,489.40",$0.00,$38.00,$68.51,"$353,033.78",$61.97,$101.88,$116.28,"$946,523.18"
2019,70,14-50,NURSE PRACTITIONER,1,Commercial,1,2,1,"5,253",794,43.00,75.04,111.35,$86.00,$137.40,$127.20,"$721,776.23",$19.89,$63.82,$94.13,"$335,244.36",$0.00,$36.53,$67.78,"$191,888.06",$59.18,$100.35,$100.90,"$527,132.42"
2019,72,14-50,NURSE PRACTITIONER,1,Commercial,1,2,2,"14,881","1,761",179.50,206.68,189.26,$82.00,$135.33,$126.96,"$2,013,794.81",$21.11,$63.66,$95.01,"$947,388.06",$0.00,$37.14,$71.45,"$552,729.67",$54.72,$100.81,$102.50,"$1,500,117.73"
2019,41,14-50,NURSE PRACTITIONER,1,Commercial,1,2,3,802,110,9.00,19.56,27.04,$129.00,$130.93,$93.41,"$105,005.68",$5.75,$46.57,$77.16,"$37,346.04",$15.96,$53.05,$71.71,"$42,549.77",$68.92,$99.62,$82.97,"$79,895.81"
2019,59,14-50,NURSE PRACTITIONER,1,Commercial,1,2,4,"2,343",351,21.00,39.71,49.08,$72.00,$129.94,$142.63,"$304,447.62",$14.48,$58.24,$111.14,"$136,467.01",$0.00,$36.01,$66.90,"$84,376.86",$45.00,$94.26,$116.06,"$220,843.87"
2019,141,14-50,NURSE PRACTITIONER,1,Commercial,1,3,1,"4,221",629,9.00,29.94,78.93,$99.00,$133.08,$130.89,"$561,731.52",$19.89,$53.37,$90.57,"$225,291.41",$0.00,$43.97,$73.18,"$185,605.56",$66.43,$97.35,$99.63,"$410,896.97"
